scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,verify,params,hypothesis
S173dbgone2__db_read_p50,S,db_read_p50,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__db_read_p75,S,db_read_p75,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__db_parse,S,db_parse,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__db_parse_p25,S,db_parse_p25,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__db_parse_p50,S,db_parse_p50,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__db_parse_p75,S,db_parse_p75,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__epg_index,S,epg_index,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__epg_index_p25,S,epg_index_p25,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__epg_index_p50,S,epg_index_p50,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__epg_index_p75,S,epg_index_p75,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__epg_text,S,epg_text,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__epg_reserve,S,epg_reserve,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__timer_armed,S,timer_armed,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__db_watch,S,db_watch,permissive,none,rmdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__ready,S,ready,permissive,none,rmdb,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S173dbgone2__steady,S,steady,permissive,none,rmdb,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[DB 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S174ota2__epg_index,S,epg_index,permissive,none,mvbin,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[OTA·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S174ota2__ready,S,ready,permissive,none,mvbin,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[OTA·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S174ota2__steady,S,steady,permissive,none,mvbin,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[OTA·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S175trunc2__db_mmap,S,db_mmap,permissive,none,truncdb,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --mmap_db 1,[mmap 절단·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S175trunc2__ready,S,ready,permissive,none,truncdb,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --mmap_db 1,[mmap 절단·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S175trunc2__steady,S,steady,permissive,none,truncdb,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --mmap_db 1,[mmap 절단·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S176squat2__svc_listen,S,svc_listen,permissive,none,squat,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --unix_listen 1,[이름 선점·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S176squat2__ready,S,ready,permissive,none,squat,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --unix_listen 1,[이름 선점·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S176squat2__steady,S,steady,permissive,none,squat,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --unix_listen 1,[이름 선점·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S177shmgone2__shm_map,S,shm_map,permissive,none,rmshm,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --shm_mib 4,[shm 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S177shmgone2__ready,S,ready,permissive,none,rmshm,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --shm_mib 4,[shm 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S177shmgone2__steady,S,steady,permissive,none,rmshm,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --shm_mib 4,[shm 소실·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S178dbswap2__db_watch,S,db_watch,permissive,none,rmdb_recreate,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --watch 1,[inode 교체·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S178dbswap2__ready,S,ready,permissive,none,rmdb_recreate,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --watch 1,[inode 교체·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S178dbswap2__steady,S,steady,permissive,none,rmdb_recreate,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0 --watch 1,[inode 교체·옵션총동원] ok — 이 라인의 자원은 해당 옵션에서 무해
S179mem300__init,S,init,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_open,S,db_open,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_read,S,db_read,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_read_p25,S,db_read_p25,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_read_p50,S,db_read_p50,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_read_p75,S,db_read_p75,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_parse,S,db_parse,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_parse_p25,S,db_parse_p25,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_parse_p50,S,db_parse_p50,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__db_parse_p75,S,db_parse_p75,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__epg_index,S,epg_index,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__epg_index_p25,S,epg_index_p25,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__epg_index_p50,S,epg_index_p50,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__epg_index_p75,S,epg_index_p75,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__epg_text,S,epg_text,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__epg_reserve,S,epg_reserve,strict,none,none,300,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__ready,S,ready,strict,none,none,300,none,"pong,stat",--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S179mem300__steady,S,steady,strict,none,none,300,none,"pong,stat",--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 300MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__init,S,init,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_open,S,db_open,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_read,S,db_read,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_read_p25,S,db_read_p25,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_read_p50,S,db_read_p50,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_read_p75,S,db_read_p75,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_parse,S,db_parse,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_parse_p25,S,db_parse_p25,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_parse_p50,S,db_parse_p50,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__db_parse_p75,S,db_parse_p75,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__epg_index,S,epg_index,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__epg_index_p25,S,epg_index_p25,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__epg_index_p50,S,epg_index_p50,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__epg_index_p75,S,epg_index_p75,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__epg_text,S,epg_text,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__epg_reserve,S,epg_reserve,strict,none,none,330,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__ready,S,ready,strict,none,none,330,none,"pong,stat",--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S180mem330__steady,S,steady,strict,none,none,330,none,"pong,stat",--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 330MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__init,S,init,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_open,S,db_open,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_read,S,db_read,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_read_p25,S,db_read_p25,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_read_p50,S,db_read_p50,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_read_p75,S,db_read_p75,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_parse,S,db_parse,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_parse_p25,S,db_parse_p25,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_parse_p50,S,db_parse_p50,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__db_parse_p75,S,db_parse_p75,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__epg_index,S,epg_index,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__epg_index_p25,S,epg_index_p25,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__epg_index_p50,S,epg_index_p50,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__epg_index_p75,S,epg_index_p75,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
S181mem500__epg_text,S,epg_text,strict,none,none,500,none,resume,--db_mib 8 --index_mib 300 --parse_iters 60000 --hub_conns 0 --refresh_ms 500 --refresh_kib 256 --timer 0 --watch 0 --substeps 1,[heavy를 500MiB 한도 복원] 경계 — 이미지가 한도를 넘는 라인부터 실패 (진행률 지점이 경계 정밀화)
