workload,phase,c_line_no,statement
fp_p11_lock_flock__eventfd,f_lock_flock_l01,111,"{ snprintf(g_path_flock, sizeof(g_path_flock), ""/tmp/criuprobe_flock_p%d"", g_port);"
fp_p11_lock_flock__eventfd,f_lock_flock_l02,113,"int fd = open(g_path_flock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""flock open"");"
fp_p11_lock_flock__eventfd,f_lock_flock,116,KEEPFD(fd); }
fp_p11_lock_flock__eventfd,f_eventfd,118,"{ int fd = eventfd(1, EFD_NONBLOCK); if (fd < 0) die(""eventfd""); KEEPFD(fd); }"
fp_p11_lock_flock__eventfd,steady,127,"probe_serve_pending(lfd, 100);"
fp_p12_lock_posix__timerfd,init,100,g_port = (int)port;
fp_p12_lock_posix__timerfd,base_mem,108,}
fp_p12_lock_posix__timerfd,f_lock_posix_l01,111,"{ snprintf(g_path_plock, sizeof(g_path_plock), ""/tmp/criuprobe_plock_p%d"", g_port);"
fp_p12_lock_posix__timerfd,f_lock_posix_l02,113,"int fd = open(g_path_plock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""plock open"");"
fp_p12_lock_posix__timerfd,f_lock_posix_l03,115,"struct flock fl; memset(&fl, 0, sizeof(fl)); fl.l_type = F_WRLCK; fl.l_whence = SEEK_SET;"
fp_p12_lock_posix__timerfd,f_lock_posix,118,KEEPFD(fd); }
fp_p12_lock_posix__timerfd,f_timerfd_l01,120,"{ int fd = timerfd_create(CLOCK_MONOTONIC, TFD_NONBLOCK);"
fp_p12_lock_posix__timerfd,f_timerfd_l02,122,"if (fd < 0) die(""timerfd_create"");"
fp_p12_lock_posix__timerfd,f_timerfd_l03,124,"struct itimerspec its = { .it_interval = { 0, 100000000L }, .it_value = { 0, 100000000L } };"
fp_p12_lock_posix__timerfd,f_timerfd_l04,126,"if (timerfd_settime(fd, 0, &its, NULL) < 0) die(""timerfd_settime"");"
fp_p12_lock_posix__timerfd,f_timerfd,128,KEEPFD(fd); g_tfd = fd; }
fp_p12_lock_posix__timerfd,steady,138,"if (g_tfd >= 0) { uint64_t exp; while (read(g_tfd, &exp, sizeof(exp)) > 0) {} }"
fp_p13_lock_posix__epoll,init,100,g_port = (int)port;
fp_p13_lock_posix__epoll,base_mem,108,}
fp_p13_lock_posix__epoll,f_lock_posix_l01,111,"{ snprintf(g_path_plock, sizeof(g_path_plock), ""/tmp/criuprobe_plock_p%d"", g_port);"
fp_p13_lock_posix__epoll,f_lock_posix_l02,113,"int fd = open(g_path_plock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""plock open"");"
fp_p13_lock_posix__epoll,f_lock_posix_l03,115,"struct flock fl; memset(&fl, 0, sizeof(fl)); fl.l_type = F_WRLCK; fl.l_whence = SEEK_SET;"
fp_p13_lock_posix__epoll,f_lock_posix,118,KEEPFD(fd); }
fp_p13_lock_posix__epoll,f_epoll_l01,120,"{ int ep = epoll_create1(0); if (ep < 0) die(""epoll_create1"");"
fp_p13_lock_posix__epoll,f_epoll_l02,122,"int ev = eventfd(0, EFD_NONBLOCK); if (ev < 0) die(""epoll eventfd"");"
fp_p13_lock_posix__epoll,f_epoll_l03,124,"struct epoll_event e = { .events = EPOLLIN, .data = { .fd = ev } };"
fp_p13_lock_posix__epoll,f_epoll_l04,126,"if (epoll_ctl(ep, EPOLL_CTL_ADD, ev, &e) < 0) die(""epoll_ctl"");"
fp_p13_lock_posix__epoll,f_epoll,128,KEEPFD(ep); KEEPFD(ev); }
fp_p13_lock_posix__epoll,steady,137,"probe_serve_pending(lfd, 100);"
fp_p14_lock_posix__thread1,init,100,g_port = (int)port;
fp_p14_lock_posix__thread1,base_mem,108,}
fp_p14_lock_posix__thread1,f_lock_posix_l01,111,"{ snprintf(g_path_plock, sizeof(g_path_plock), ""/tmp/criuprobe_plock_p%d"", g_port);"
fp_p14_lock_posix__thread1,f_lock_posix_l02,113,"int fd = open(g_path_plock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""plock open"");"
fp_p14_lock_posix__thread1,f_lock_posix_l03,115,"struct flock fl; memset(&fl, 0, sizeof(fl)); fl.l_type = F_WRLCK; fl.l_whence = SEEK_SET;"
fp_p14_lock_posix__thread1,f_lock_posix,118,KEEPFD(fd); }
fp_p14_lock_posix__thread1,f_thread1,120,"{ pthread_t t; if (pthread_create(&t, NULL, wk_sleeper, NULL) != 0) die(""pthread_create""); }"
fp_p14_lock_posix__thread1,steady,129,"probe_serve_pending(lfd, 100);"
fp_p15_lock_posix__large_heap,init,100,g_port = (int)port;
fp_p15_lock_posix__large_heap,base_mem,108,}
fp_p15_lock_posix__large_heap,f_lock_posix_l01,111,"{ snprintf(g_path_plock, sizeof(g_path_plock), ""/tmp/criuprobe_plock_p%d"", g_port);"
fp_p15_lock_posix__large_heap,f_lock_posix_l02,113,"int fd = open(g_path_plock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""plock open"");"
fp_p15_lock_posix__large_heap,f_lock_posix_l03,115,"struct flock fl; memset(&fl, 0, sizeof(fl)); fl.l_type = F_WRLCK; fl.l_whence = SEEK_SET;"
fp_p15_lock_posix__large_heap,f_lock_posix,118,KEEPFD(fd); }
fp_p15_lock_posix__large_heap,f_large_heap_l01,120,"{ size_t n = 300ull << 20; char *p = malloc(n); if (!p) die(""large_heap malloc"");"
fp_p15_lock_posix__large_heap,f_large_heap_l02,122,for (size_t i = 0; i < n; i += 4096) p[i] = 1;
fp_p15_lock_posix__large_heap,f_large_heap,124,KEEP(p); }
fp_p15_lock_posix__large_heap,steady,133,"probe_serve_pending(lfd, 100);"
fp_p16_lock_posix__logfile,init,100,g_port = (int)port;
fp_p16_lock_posix__logfile,base_mem,108,}
fp_p16_lock_posix__logfile,f_lock_posix_l01,111,"{ snprintf(g_path_plock, sizeof(g_path_plock), ""/tmp/criuprobe_plock_p%d"", g_port);"
fp_p16_lock_posix__logfile,f_lock_posix_l02,113,"int fd = open(g_path_plock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""plock open"");"
fp_p16_lock_posix__logfile,f_lock_posix_l03,115,"struct flock fl; memset(&fl, 0, sizeof(fl)); fl.l_type = F_WRLCK; fl.l_whence = SEEK_SET;"
fp_p16_lock_posix__logfile,f_lock_posix,118,KEEPFD(fd); }
fp_p16_lock_posix__logfile,f_logfile_l01,120,"{ snprintf(g_path_logfile, sizeof(g_path_logfile), ""/tmp/criuprobe_log_p%d"", g_port);"
fp_p16_lock_posix__logfile,f_logfile_l02,122,"int fd = open(g_path_logfile, O_CREAT | O_WRONLY | O_APPEND, 0644);"
fp_p16_lock_posix__logfile,f_logfile,125,"dprintf(fd, ""start\n""); KEEPFD(fd); g_logfd = fd; }"
fp_p16_lock_posix__logfile,steady,135,"if (g_logfd >= 0) dprintf(g_logfd, ""t\n"");"
fp_p17_lock_posix__eventfd,init,100,g_port = (int)port;
fp_p17_lock_posix__eventfd,base_mem,108,}
fp_p17_lock_posix__eventfd,f_lock_posix_l01,111,"{ snprintf(g_path_plock, sizeof(g_path_plock), ""/tmp/criuprobe_plock_p%d"", g_port);"
fp_p17_lock_posix__eventfd,f_lock_posix_l02,113,"int fd = open(g_path_plock, O_CREAT | O_RDWR, 0644); if (fd < 0) die(""plock open"");"
fp_p17_lock_posix__eventfd,f_lock_posix_l03,115,"struct flock fl; memset(&fl, 0, sizeof(fl)); fl.l_type = F_WRLCK; fl.l_whence = SEEK_SET;"
fp_p17_lock_posix__eventfd,f_lock_posix,118,KEEPFD(fd); }
fp_p17_lock_posix__eventfd,f_eventfd,120,"{ int fd = eventfd(1, EFD_NONBLOCK); if (fd < 0) die(""eventfd""); KEEPFD(fd); }"
fp_p17_lock_posix__eventfd,steady,129,"probe_serve_pending(lfd, 100);"
fp_p18_netlink__timerfd,init,100,g_port = (int)port;
fp_p18_netlink__timerfd,base_mem,108,}
fp_p18_netlink__timerfd,f_netlink_l01,111,"{ int fd = socket(AF_NETLINK, SOCK_RAW, NETLINK_ROUTE);"
fp_p18_netlink__timerfd,f_netlink_l02,113,"if (fd < 0) die(""netlink socket"");"
fp_p18_netlink__timerfd,f_netlink_l03,115,"struct sockaddr_nl a; memset(&a, 0, sizeof(a)); a.nl_family = AF_NETLINK;"
fp_p18_netlink__timerfd,f_netlink_l04,117,a.nl_groups = RTMGRP_LINK;
fp_p18_netlink__timerfd,f_netlink_l05,119,"if (bind(fd, (struct sockaddr *)&a, sizeof(a)) < 0) die(""netlink bind"");"
fp_p18_netlink__timerfd,f_netlink,121,KEEPFD(fd); }
fp_p18_netlink__timerfd,f_timerfd_l01,123,"{ int fd = timerfd_create(CLOCK_MONOTONIC, TFD_NONBLOCK);"
fp_p18_netlink__timerfd,f_timerfd_l02,125,"if (fd < 0) die(""timerfd_create"");"
fp_p18_netlink__timerfd,f_timerfd_l03,127,"struct itimerspec its = { .it_interval = { 0, 100000000L }, .it_value = { 0, 100000000L } };"
fp_p18_netlink__timerfd,f_timerfd_l04,129,"if (timerfd_settime(fd, 0, &its, NULL) < 0) die(""timerfd_settime"");"
fp_p18_netlink__timerfd,f_timerfd,131,KEEPFD(fd); g_tfd = fd; }
fp_p18_netlink__timerfd,steady,141,"if (g_tfd >= 0) { uint64_t exp; while (read(g_tfd, &exp, sizeof(exp)) > 0) {} }"
fp_p19_netlink__epoll,init,100,g_port = (int)port;
fp_p19_netlink__epoll,base_mem,108,}
fp_p19_netlink__epoll,f_netlink_l01,111,"{ int fd = socket(AF_NETLINK, SOCK_RAW, NETLINK_ROUTE);"
fp_p19_netlink__epoll,f_netlink_l02,113,"if (fd < 0) die(""netlink socket"");"
fp_p19_netlink__epoll,f_netlink_l03,115,"struct sockaddr_nl a; memset(&a, 0, sizeof(a)); a.nl_family = AF_NETLINK;"
fp_p19_netlink__epoll,f_netlink_l04,117,a.nl_groups = RTMGRP_LINK;
fp_p19_netlink__epoll,f_netlink_l05,119,"if (bind(fd, (struct sockaddr *)&a, sizeof(a)) < 0) die(""netlink bind"");"
fp_p19_netlink__epoll,f_netlink,121,KEEPFD(fd); }
fp_p19_netlink__epoll,f_epoll_l01,123,"{ int ep = epoll_create1(0); if (ep < 0) die(""epoll_create1"");"
fp_p19_netlink__epoll,f_epoll_l02,125,"int ev = eventfd(0, EFD_NONBLOCK); if (ev < 0) die(""epoll eventfd"");"
fp_p19_netlink__epoll,f_epoll_l03,127,"struct epoll_event e = { .events = EPOLLIN, .data = { .fd = ev } };"
fp_p19_netlink__epoll,f_epoll_l04,129,"if (epoll_ctl(ep, EPOLL_CTL_ADD, ev, &e) < 0) die(""epoll_ctl"");"
fp_p19_netlink__epoll,f_epoll,131,KEEPFD(ep); KEEPFD(ev); }
fp_p19_netlink__epoll,steady,140,"probe_serve_pending(lfd, 100);"
fp_p20_netlink__thread1,init,100,g_port = (int)port;
fp_p20_netlink__thread1,base_mem,108,}
fp_p20_netlink__thread1,f_netlink_l01,111,"{ int fd = socket(AF_NETLINK, SOCK_RAW, NETLINK_ROUTE);"
fp_p20_netlink__thread1,f_netlink_l02,113,"if (fd < 0) die(""netlink socket"");"
fp_p20_netlink__thread1,f_netlink_l03,115,"struct sockaddr_nl a; memset(&a, 0, sizeof(a)); a.nl_family = AF_NETLINK;"
fp_p20_netlink__thread1,f_netlink_l04,117,a.nl_groups = RTMGRP_LINK;
fp_p20_netlink__thread1,f_netlink_l05,119,"if (bind(fd, (struct sockaddr *)&a, sizeof(a)) < 0) die(""netlink bind"");"
fp_p20_netlink__thread1,f_netlink,121,KEEPFD(fd); }
fp_p20_netlink__thread1,f_thread1,123,"{ pthread_t t; if (pthread_create(&t, NULL, wk_sleeper, NULL) != 0) die(""pthread_create""); }"
fp_p20_netlink__thread1,steady,132,"probe_serve_pending(lfd, 100);"
fp_p21_netlink__large_heap,init,100,g_port = (int)port;
fp_p21_netlink__large_heap,base_mem,108,}
fp_p21_netlink__large_heap,f_netlink_l01,111,"{ int fd = socket(AF_NETLINK, SOCK_RAW, NETLINK_ROUTE);"
fp_p21_netlink__large_heap,f_netlink_l02,113,"if (fd < 0) die(""netlink socket"");"
fp_p21_netlink__large_heap,f_netlink_l03,115,"struct sockaddr_nl a; memset(&a, 0, sizeof(a)); a.nl_family = AF_NETLINK;"
fp_p21_netlink__large_heap,f_netlink_l04,117,a.nl_groups = RTMGRP_LINK;
fp_p21_netlink__large_heap,f_netlink_l05,119,"if (bind(fd, (struct sockaddr *)&a, sizeof(a)) < 0) die(""netlink bind"");"
fp_p21_netlink__large_heap,f_netlink,121,KEEPFD(fd); }
fp_p21_netlink__large_heap,f_large_heap_l01,123,"{ size_t n = 300ull << 20; char *p = malloc(n); if (!p) die(""large_heap malloc"");"
fp_p21_netlink__large_heap,f_large_heap_l02,125,for (size_t i = 0; i < n; i += 4096) p[i] = 1;
fp_p21_netlink__large_heap,f_large_heap,127,KEEP(p); }
fp_p21_netlink__large_heap,steady,136,"probe_serve_pending(lfd, 100);"
fp_p22_netlink__logfile,init,100,g_port = (int)port;
fp_p22_netlink__logfile,base_mem,108,}
fp_p22_netlink__logfile,f_netlink_l01,111,"{ int fd = socket(AF_NETLINK, SOCK_RAW, NETLINK_ROUTE);"
fp_p22_netlink__logfile,f_netlink_l02,113,"if (fd < 0) die(""netlink socket"");"
fp_p22_netlink__logfile,f_netlink_l03,115,"struct sockaddr_nl a; memset(&a, 0, sizeof(a)); a.nl_family = AF_NETLINK;"
fp_p22_netlink__logfile,f_netlink_l04,117,a.nl_groups = RTMGRP_LINK;
fp_p22_netlink__logfile,f_netlink_l05,119,"if (bind(fd, (struct sockaddr *)&a, sizeof(a)) < 0) die(""netlink bind"");"
fp_p22_netlink__logfile,f_netlink,121,KEEPFD(fd); }
fp_p22_netlink__logfile,f_logfile_l01,123,"{ snprintf(g_path_logfile, sizeof(g_path_logfile), ""/tmp/criuprobe_log_p%d"", g_port);"
fp_p22_netlink__logfile,f_logfile_l02,125,"int fd = open(g_path_logfile, O_CREAT | O_WRONLY | O_APPEND, 0644);"
fp_p22_netlink__logfile,f_logfile,128,"dprintf(fd, ""start\n""); KEEPFD(fd); g_logfd = fd; }"
fp_p22_netlink__logfile,steady,138,"if (g_logfd >= 0) dprintf(g_logfd, ""t\n"");"
fp_p23_netlink__eventfd,init,100,g_port = (int)port;
fp_p23_netlink__eventfd,base_mem,108,}
fp_p23_netlink__eventfd,f_netlink_l01,111,"{ int fd = socket(AF_NETLINK, SOCK_RAW, NETLINK_ROUTE);"
fp_p23_netlink__eventfd,f_netlink_l02,113,"if (fd < 0) die(""netlink socket"");"
fp_p23_netlink__eventfd,f_netlink_l03,115,"struct sockaddr_nl a; memset(&a, 0, sizeof(a)); a.nl_family = AF_NETLINK;"
fp_p23_netlink__eventfd,f_netlink_l04,117,a.nl_groups = RTMGRP_LINK;
fp_p23_netlink__eventfd,f_netlink_l05,119,"if (bind(fd, (struct sockaddr *)&a, sizeof(a)) < 0) die(""netlink bind"");"
fp_p23_netlink__eventfd,f_netlink,121,KEEPFD(fd); }
fp_p23_netlink__eventfd,f_eventfd,123,"{ int fd = eventfd(1, EFD_NONBLOCK); if (fd < 0) die(""eventfd""); KEEPFD(fd); }"
fp_p23_netlink__eventfd,steady,132,"probe_serve_pending(lfd, 100);"
fp_p24_shm_sysv__timerfd,init,100,g_port = (int)port;
fp_p24_shm_sysv__timerfd,base_mem,108,}
fp_p24_shm_sysv__timerfd,f_shm_sysv_l01,111,"{ int id = shmget(IPC_PRIVATE, 16ull << 20, IPC_CREAT | 0600);"
fp_p24_shm_sysv__timerfd,f_shm_sysv_l02,113,"if (id < 0) die(""shmget"");"
fp_p24_shm_sysv__timerfd,f_shm_sysv_l03,115,"char *p = shmat(id, NULL, 0); if (p == (void *)-1) die(""shmat"");"
fp_p24_shm_sysv__timerfd,f_shm_sysv_l04,118,for (size_t i = 0; i < (16ull << 20); i += 4096) p[i] = 4;
fp_p24_shm_sysv__timerfd,f_shm_sysv,120,KEEP(p); }
fp_p24_shm_sysv__timerfd,f_timerfd_l01,122,"{ int fd = timerfd_create(CLOCK_MONOTONIC, TFD_NONBLOCK);"
fp_p24_shm_sysv__timerfd,f_timerfd_l02,124,"if (fd < 0) die(""timerfd_create"");"
fp_p24_shm_sysv__timerfd,f_timerfd_l03,126,"struct itimerspec its = { .it_interval = { 0, 100000000L }, .it_value = { 0, 100000000L } };"
fp_p24_shm_sysv__timerfd,f_timerfd_l04,128,"if (timerfd_settime(fd, 0, &its, NULL) < 0) die(""timerfd_settime"");"
fp_p24_shm_sysv__timerfd,f_timerfd,130,KEEPFD(fd); g_tfd = fd; }
fp_p24_shm_sysv__timerfd,steady,140,"if (g_tfd >= 0) { uint64_t exp; while (read(g_tfd, &exp, sizeof(exp)) > 0) {} }"
fp_p25_shm_sysv__epoll,init,100,g_port = (int)port;
fp_p25_shm_sysv__epoll,base_mem,108,}
fp_p25_shm_sysv__epoll,f_shm_sysv_l01,111,"{ int id = shmget(IPC_PRIVATE, 16ull << 20, IPC_CREAT | 0600);"
fp_p25_shm_sysv__epoll,f_shm_sysv_l02,113,"if (id < 0) die(""shmget"");"
fp_p25_shm_sysv__epoll,f_shm_sysv_l03,115,"char *p = shmat(id, NULL, 0); if (p == (void *)-1) die(""shmat"");"
fp_p25_shm_sysv__epoll,f_shm_sysv_l04,118,for (size_t i = 0; i < (16ull << 20); i += 4096) p[i] = 4;
fp_p25_shm_sysv__epoll,f_shm_sysv,120,KEEP(p); }
fp_p25_shm_sysv__epoll,f_epoll_l01,122,"{ int ep = epoll_create1(0); if (ep < 0) die(""epoll_create1"");"
fp_p25_shm_sysv__epoll,f_epoll_l02,124,"int ev = eventfd(0, EFD_NONBLOCK); if (ev < 0) die(""epoll eventfd"");"
fp_p25_shm_sysv__epoll,f_epoll_l03,126,"struct epoll_event e = { .events = EPOLLIN, .data = { .fd = ev } };"
fp_p25_shm_sysv__epoll,f_epoll_l04,128,"if (epoll_ctl(ep, EPOLL_CTL_ADD, ev, &e) < 0) die(""epoll_ctl"");"
fp_p25_shm_sysv__epoll,f_epoll,130,KEEPFD(ep); KEEPFD(ev); }
fp_p25_shm_sysv__epoll,steady,139,"probe_serve_pending(lfd, 100);"
