scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S169timer_exp__timer_armed,S,timer_armed,strict,none,sleep15,0,none,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=19516 regs=3543 log_rx=83750 svcs=4 mem_mib=873 memd_kills=90","",""
S169timer_exp__ready,S,ready,strict,none,sleep15,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19524 regs=3543 log_rx=83800 svcs=4 mem_mib=873 memd_kills=90","(00.165998) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S169timer_exp__steady,S,steady,strict,none,sleep15,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19532 regs=3543 log_rx=83800 svcs=4 mem_mib=873 memd_kills=90","(00.161428) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S170flood__hub_subscribed,S,hub_subscribed,strict,bye,none,0,normal,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19542 regs=3547 log_rx=83850 svcs=4 mem_mib=873 memd_kills=90","(00.124189) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S170flood__ready,S,ready,strict,bye,none,0,normal,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19551 regs=3551 log_rx=83900 svcs=4 mem_mib=873 memd_kills=90","(00.135670) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S170flood__steady,S,steady,strict,bye,none,0,normal,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19561 regs=3555 log_rx=83950 svcs=4 mem_mib=873 memd_kills=90","(00.130029) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S171flood45__ready,S,ready,strict,bye,sleep45,0,normal,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19571 regs=3559 log_rx=84000 svcs=4 mem_mib=873 memd_kills=90","(00.127348) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S171flood45__steady,S,steady,strict,bye,sleep45,0,normal,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19581 regs=3563 log_rx=84050 svcs=4 mem_mib=873 memd_kills=90","(00.140614) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S172droplock2__tcp_conn,S,tcp_conn,permissive,none,droplock_sleep2,0,normal,1,1,na,13604,na,na,na,na,na,na,na,dump_fail,"up_s=19590 regs=3567 log_rx=84050 svcs=4 mem_mib=873 memd_kills=90","(00.145076) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S172droplock2__timer_armed,S,timer_armed,permissive,none,droplock_sleep2,0,normal,1,1,na,13604,na,na,na,na,na,na,na,dump_fail,"up_s=19599 regs=3571 log_rx=84100 svcs=4 mem_mib=873 memd_kills=90","(00.128403) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S172droplock2__db_watch,S,db_watch,permissive,none,droplock_sleep2,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=19609 regs=3575 log_rx=84150 svcs=4 mem_mib=873 memd_kills=90","(00.151752) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S172droplock2__ready,S,ready,permissive,none,droplock_sleep2,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=19619 regs=3579 log_rx=84200 svcs=4 mem_mib=873 memd_kills=90","(00.152507) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S172droplock2__steady,S,steady,permissive,none,droplock_sleep2,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=19629 regs=3583 log_rx=84250 svcs=4 mem_mib=873 memd_kills=90","(00.119243) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S173dbgone2__db_open,S,db_open,permissive,none,rmdb,0,none,1,0,1,280,na,na,na,na,na,na,na,restore_fail,"up_s=19630 regs=3583 log_rx=84250 svcs=3 mem_mib=852 memd_kills=90","","(00.197624) 2608813: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23991.bin on restore: No such file or directory"
S173dbgone2__db_read,S,db_read,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19633 regs=3583 log_rx=84250 svcs=3 mem_mib=852 memd_kills=90","","(00.153603) 2608957: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23992.bin on restore: No such file or directory"
S173dbgone2__db_read_p25,S,db_read_p25,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19634 regs=3583 log_rx=84250 svcs=3 mem_mib=852 memd_kills=90","","(00.125584) 2609327: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23993.bin on restore: No such file or directory"
S173dbgone2__db_read_p50,S,db_read_p50,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19636 regs=3583 log_rx=84250 svcs=3 mem_mib=852 memd_kills=90","","(00.121613) 2609527: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23994.bin on restore: No such file or directory"
S173dbgone2__db_read_p75,S,db_read_p75,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19638 regs=3583 log_rx=84250 svcs=3 mem_mib=852 memd_kills=90","","(00.149634) 2609790: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23995.bin on restore: No such file or directory"
S173dbgone2__db_parse,S,db_parse,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19642 regs=3583 log_rx=84300 svcs=3 mem_mib=852 memd_kills=90","","(00.161637) 2610105: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23996.bin on restore: No such file or directory"
S173dbgone2__db_parse_p25,S,db_parse_p25,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19645 regs=3583 log_rx=84300 svcs=3 mem_mib=852 memd_kills=90","","(00.129645) 2610698: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23997.bin on restore: No such file or directory"
S173dbgone2__db_parse_p50,S,db_parse_p50,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19649 regs=3583 log_rx=84300 svcs=3 mem_mib=852 memd_kills=90","","(00.140846) 2611128: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23998.bin on restore: No such file or directory"
S173dbgone2__db_parse_p75,S,db_parse_p75,permissive,none,rmdb,0,none,1,0,1,1304,na,na,na,na,na,na,na,restore_fail,"up_s=19653 regs=3583 log_rx=84350 svcs=3 mem_mib=852 memd_kills=90","","(00.121550) 2611614: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p23999.bin on restore: No such file or directory"
S173dbgone2__epg_index,S,epg_index,permissive,none,rmdb,0,none,1,0,1,13592,na,na,na,na,na,na,na,restore_fail,"up_s=19658 regs=3583 log_rx=84350 svcs=3 mem_mib=852 memd_kills=90","","(00.157581) 2612159: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24000.bin on restore: No such file or directory"
S173dbgone2__epg_index_p25,S,epg_index_p25,permissive,none,rmdb,0,none,1,0,1,4384,na,na,na,na,na,na,na,restore_fail,"up_s=19663 regs=3583 log_rx=84400 svcs=3 mem_mib=852 memd_kills=90","","(00.133584) 2612982: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24001.bin on restore: No such file or directory"
S173dbgone2__epg_index_p50,S,epg_index_p50,permissive,none,rmdb,0,none,1,0,1,7456,na,na,na,na,na,na,na,restore_fail,"up_s=19668 regs=3583 log_rx=84400 svcs=3 mem_mib=852 memd_kills=90","","(00.165641) 2613638: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24002.bin on restore: No such file or directory"
S173dbgone2__epg_index_p75,S,epg_index_p75,permissive,none,rmdb,0,none,1,0,1,10528,na,na,na,na,na,na,na,restore_fail,"up_s=19673 regs=3583 log_rx=84400 svcs=3 mem_mib=852 memd_kills=90","","(00.125555) 2614350: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24003.bin on restore: No such file or directory"
S173dbgone2__epg_text,S,epg_text,permissive,none,rmdb,0,none,1,0,1,13596,na,na,na,na,na,na,na,restore_fail,"up_s=19680 regs=3583 log_rx=84450 svcs=3 mem_mib=852 memd_kills=90","","(00.137545) 2615118: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24004.bin on restore: No such file or directory"
S173dbgone2__epg_reserve,S,epg_reserve,permissive,none,rmdb,0,none,1,0,1,13596,na,na,na,na,na,na,na,restore_fail,"up_s=19686 regs=3583 log_rx=84500 svcs=3 mem_mib=852 memd_kills=90","","(00.105522) 2616001: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24005.bin on restore: No such file or directory"
S173dbgone2__timer_armed,S,timer_armed,permissive,none,rmdb,0,none,1,0,1,13596,na,na,na,na,na,na,na,restore_fail,"up_s=19694 regs=3583 log_rx=84500 svcs=3 mem_mib=852 memd_kills=90","","(00.137643) 2616939: Error (criu/files-reg.c:2353): Can't open file tmp/pbsprobe_db_p24006.bin on restore: No such file or directory"
S173dbgone2__db_watch,S,db_watch,permissive,none,rmdb,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19701 regs=3583 log_rx=84550 svcs=4 mem_mib=873 memd_kills=90","(00.144265) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S173dbgone2__ready,S,ready,permissive,none,rmdb,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19709 regs=3583 log_rx=84600 svcs=4 mem_mib=873 memd_kills=90","(00.119887) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S173dbgone2__steady,S,steady,permissive,none,rmdb,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19718 regs=3583 log_rx=84600 svcs=4 mem_mib=873 memd_kills=90","(00.130492) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S174ota2__epg_index,S,epg_index,permissive,none,mvbin,0,none,1,0,1,13596,na,na,na,na,na,na,na,restore_fail,"up_s=19724 regs=3583 log_rx=84650 svcs=3 mem_mib=860 memd_kills=90","","(00.157521) 2621445: Error (criu/files-reg.c:2353): Can't open file root/Embed-sim-lab-main/testbed/workloads/bin/pbs_mock on restore: No such file or directory"
S174ota2__ready,S,ready,permissive,none,mvbin,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19732 regs=3583 log_rx=84650 svcs=4 mem_mib=873 memd_kills=90","(00.173181) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S174ota2__steady,S,steady,permissive,none,mvbin,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19740 regs=3583 log_rx=84700 svcs=4 mem_mib=873 memd_kills=90","(00.174531) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S175trunc2__db_mmap,S,db_mmap,permissive,none,truncdb,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19748 regs=3583 log_rx=84750 svcs=4 mem_mib=873 memd_kills=90","(00.147456) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S175trunc2__ready,S,ready,permissive,none,truncdb,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19757 regs=3583 log_rx=84800 svcs=4 mem_mib=873 memd_kills=90","(00.152938) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S175trunc2__steady,S,steady,permissive,none,truncdb,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19765 regs=3583 log_rx=84800 svcs=4 mem_mib=873 memd_kills=90","(00.142550) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S176squat2__svc_listen,S,svc_listen,permissive,none,squat,0,none,1,0,1,13596,na,na,na,na,na,na,na,restore_fail,"up_s=19773 regs=3583 log_rx=84850 svcs=3 mem_mib=860 memd_kills=90","","(00.157466) 2628261: Error (criu/sk-unix.c:1651): unix: Can't bind id 0x7 ino 3583065 addr : Address already in use"
S176squat2__ready,S,ready,permissive,none,squat,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19782 regs=3583 log_rx=84900 svcs=4 mem_mib=873 memd_kills=90","(00.139653) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S176squat2__steady,S,steady,permissive,none,squat,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19790 regs=3583 log_rx=84900 svcs=4 mem_mib=873 memd_kills=90","(00.136017) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S177shmgone2__shm_map,S,shm_map,permissive,none,rmshm,0,none,1,0,1,13596,na,na,na,na,na,na,na,restore_fail,"up_s=19797 regs=3583 log_rx=84950 svcs=3 mem_mib=860 memd_kills=90","","(00.149661) 2631792: Error (criu/files-reg.c:2353): Can't open file dev/shm/pbsprobe_shm_p24019 on restore: No such file or directory"
S177shmgone2__ready,S,ready,permissive,none,rmshm,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19806 regs=3583 log_rx=85000 svcs=4 mem_mib=877 memd_kills=90","(00.137835) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S177shmgone2__steady,S,steady,permissive,none,rmshm,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19815 regs=3583 log_rx=85050 svcs=4 mem_mib=877 memd_kills=90","(00.194005) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S178dbswap2__db_watch,S,db_watch,permissive,none,rmdb_recreate,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19822 regs=3583 log_rx=85050 svcs=4 mem_mib=873 memd_kills=90","(00.188255) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S178dbswap2__ready,S,ready,permissive,none,rmdb_recreate,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19830 regs=3583 log_rx=85100 svcs=4 mem_mib=873 memd_kills=90","(00.126575) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S178dbswap2__steady,S,steady,permissive,none,rmdb_recreate,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=19839 regs=3583 log_rx=85150 svcs=4 mem_mib=873 memd_kills=90","(00.136514) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S179mem300__init,S,init,strict,none,none,300,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19845 regs=3583 log_rx=85150 svcs=3 mem_mib=860 memd_kills=91","",""
S179mem300__db_open,S,db_open,strict,none,none,300,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19852 regs=3583 log_rx=85200 svcs=3 mem_mib=860 memd_kills=92","",""
S179mem300__db_read,S,db_read,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19859 regs=3583 log_rx=85200 svcs=3 mem_mib=861 memd_kills=93","",""
S179mem300__db_read_p25,S,db_read_p25,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19867 regs=3583 log_rx=85250 svcs=3 mem_mib=861 memd_kills=94","",""
S179mem300__db_read_p50,S,db_read_p50,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19873 regs=3583 log_rx=85250 svcs=3 mem_mib=861 memd_kills=95","",""
S179mem300__db_read_p75,S,db_read_p75,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19880 regs=3583 log_rx=85300 svcs=3 mem_mib=861 memd_kills=96","",""
S179mem300__db_parse,S,db_parse,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19887 regs=3583 log_rx=85350 svcs=3 mem_mib=861 memd_kills=97","",""
S179mem300__db_parse_p25,S,db_parse_p25,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19894 regs=3583 log_rx=85350 svcs=3 mem_mib=861 memd_kills=98","",""
S179mem300__db_parse_p50,S,db_parse_p50,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19902 regs=3583 log_rx=85400 svcs=3 mem_mib=861 memd_kills=99","",""
S179mem300__db_parse_p75,S,db_parse_p75,strict,none,none,300,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19909 regs=3583 log_rx=85450 svcs=3 mem_mib=862 memd_kills=100","",""
S179mem300__epg_index,S,epg_index,strict,none,none,300,none,1,1,na,8,na,na,na,na,na,na,na,dump_fail,"up_s=19915 regs=3583 log_rx=85450 svcs=3 mem_mib=861 memd_kills=101","(00.109106) Error (compel/src/lib/infect.c:416): Unable to detach from 2649798: No such process",""
S179mem300__epg_index_p25,S,epg_index_p25,strict,none,none,300,none,1,0,0,78124,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19921 regs=3583 log_rx=85500 svcs=3 mem_mib=862 memd_kills=102","",""
S179mem300__epg_index_p50,S,epg_index_p50,strict,none,none,300,none,1,0,0,154940,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19928 regs=3583 log_rx=85500 svcs=3 mem_mib=862 memd_kills=103","",""
S179mem300__epg_index_p75,S,epg_index_p75,strict,none,none,300,none,1,0,0,231748,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19936 regs=3583 log_rx=85550 svcs=3 mem_mib=862 memd_kills=104","",""
S179mem300__epg_text,S,epg_text,strict,none,none,300,none,1,0,0,308556,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19944 regs=3583 log_rx=85600 svcs=3 mem_mib=862 memd_kills=105","",""
S179mem300__epg_reserve,S,epg_reserve,strict,none,none,300,none,1,1,na,143456,na,na,na,na,na,na,na,dump_fail,"up_s=19951 regs=3583 log_rx=85600 svcs=3 mem_mib=862 memd_kills=106","(00.285601) Error (compel/src/lib/infect-rpc.c:44): Message reply from daemon is trimmed (12/0)",""
S179mem300__ready,S,ready,strict,none,none,300,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=19957 regs=3583 log_rx=85650 svcs=3 mem_mib=862 memd_kills=107","",""
S179mem300__steady,S,steady,strict,none,none,300,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=19963 regs=3583 log_rx=85650 svcs=3 mem_mib=862 memd_kills=108","",""
S180mem330__init,S,init,strict,none,none,330,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19970 regs=3583 log_rx=85700 svcs=3 mem_mib=862 memd_kills=109","",""
S180mem330__db_open,S,db_open,strict,none,none,330,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19976 regs=3583 log_rx=85700 svcs=3 mem_mib=863 memd_kills=110","",""
S180mem330__db_read,S,db_read,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19982 regs=3583 log_rx=85750 svcs=3 mem_mib=863 memd_kills=111","",""
S180mem330__db_read_p25,S,db_read_p25,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19988 regs=3583 log_rx=85750 svcs=3 mem_mib=863 memd_kills=112","",""
S180mem330__db_read_p50,S,db_read_p50,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=19994 regs=3583 log_rx=85800 svcs=3 mem_mib=863 memd_kills=113","",""
S180mem330__db_read_p75,S,db_read_p75,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20000 regs=3583 log_rx=85800 svcs=3 mem_mib=863 memd_kills=114","",""
S180mem330__db_parse,S,db_parse,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20007 regs=3583 log_rx=85850 svcs=3 mem_mib=863 memd_kills=115","",""
S180mem330__db_parse_p25,S,db_parse_p25,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20013 regs=3583 log_rx=85850 svcs=3 mem_mib=863 memd_kills=116","",""
S180mem330__db_parse_p50,S,db_parse_p50,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20019 regs=3583 log_rx=85900 svcs=3 mem_mib=864 memd_kills=117","",""
S180mem330__db_parse_p75,S,db_parse_p75,strict,none,none,330,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20025 regs=3583 log_rx=85950 svcs=3 mem_mib=864 memd_kills=118","",""
S180mem330__epg_index,S,epg_index,strict,none,none,330,none,1,1,na,8,na,na,na,na,na,na,na,dump_fail,"up_s=20031 regs=3583 log_rx=85950 svcs=3 mem_mib=864 memd_kills=119","(00.080216) Error (compel/src/lib/infect.c:416): Unable to detach from 2668285: No such process",""
S180mem330__epg_index_p25,S,epg_index_p25,strict,none,none,330,none,1,0,0,78124,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20038 regs=3583 log_rx=86000 svcs=3 mem_mib=864 memd_kills=120","",""
S180mem330__epg_index_p50,S,epg_index_p50,strict,none,none,330,none,1,0,0,154940,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20045 regs=3583 log_rx=86000 svcs=3 mem_mib=864 memd_kills=121","",""
S180mem330__epg_index_p75,S,epg_index_p75,strict,none,none,330,none,1,0,0,231752,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20052 regs=3583 log_rx=86050 svcs=3 mem_mib=864 memd_kills=122","",""
S180mem330__epg_text,S,epg_text,strict,none,none,330,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=20058 regs=3583 log_rx=86050 svcs=3 mem_mib=864 memd_kills=123","",""
S180mem330__epg_reserve,S,epg_reserve,strict,none,none,330,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=20064 regs=3583 log_rx=86100 svcs=3 mem_mib=864 memd_kills=124","",""
S180mem330__ready,S,ready,strict,none,none,330,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=20070 regs=3583 log_rx=86100 svcs=3 mem_mib=864 memd_kills=125","",""
S180mem330__steady,S,steady,strict,none,none,330,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=20077 regs=3583 log_rx=86150 svcs=3 mem_mib=864 memd_kills=126","",""
S181mem500__init,S,init,strict,none,none,500,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20083 regs=3583 log_rx=86150 svcs=3 mem_mib=864 memd_kills=127","",""
S181mem500__db_open,S,db_open,strict,none,none,500,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20089 regs=3583 log_rx=86200 svcs=3 mem_mib=864 memd_kills=128","",""
S181mem500__db_read,S,db_read,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20095 regs=3583 log_rx=86250 svcs=3 mem_mib=865 memd_kills=129","",""
S181mem500__db_read_p25,S,db_read_p25,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20101 regs=3583 log_rx=86250 svcs=3 mem_mib=865 memd_kills=130","",""
S181mem500__db_read_p50,S,db_read_p50,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20108 regs=3583 log_rx=86300 svcs=3 mem_mib=865 memd_kills=131","",""
S181mem500__db_read_p75,S,db_read_p75,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20114 regs=3583 log_rx=86300 svcs=3 mem_mib=865 memd_kills=132","",""
S181mem500__db_parse,S,db_parse,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20120 regs=3583 log_rx=86350 svcs=3 mem_mib=865 memd_kills=133","",""
S181mem500__db_parse_p25,S,db_parse_p25,strict,none,none,500,none,1,0,0,1300,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20126 regs=3583 log_rx=86350 svcs=3 mem_mib=865 memd_kills=134","",""
S181mem500__db_parse_p50,S,db_parse_p50,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20132 regs=3583 log_rx=86400 svcs=3 mem_mib=866 memd_kills=135","",""
S181mem500__db_parse_p75,S,db_parse_p75,strict,none,none,500,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20138 regs=3583 log_rx=86400 svcs=3 mem_mib=866 memd_kills=136","",""
S181mem500__epg_index,S,epg_index,strict,none,none,500,none,1,1,na,8,na,na,na,na,na,na,na,dump_fail,"up_s=20145 regs=3583 log_rx=86450 svcs=3 mem_mib=866 memd_kills=137","(00.119047) Error (compel/src/lib/infect.c:416): Unable to detach from 2686465: No such process",""
S181mem500__epg_index_p25,S,epg_index_p25,strict,none,none,500,none,1,0,0,78124,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20151 regs=3583 log_rx=86450 svcs=3 mem_mib=866 memd_kills=138","",""
S181mem500__epg_index_p50,S,epg_index_p50,strict,none,none,500,none,1,0,0,154940,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20158 regs=3583 log_rx=86500 svcs=3 mem_mib=866 memd_kills=139","",""
S181mem500__epg_index_p75,S,epg_index_p75,strict,none,none,500,none,1,0,0,231752,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20165 regs=3583 log_rx=86500 svcs=3 mem_mib=866 memd_kills=140","",""
S181mem500__epg_text,S,epg_text,strict,none,none,500,none,1,0,0,308560,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20173 regs=3583 log_rx=86550 svcs=3 mem_mib=866 memd_kills=141","",""
S181mem500__epg_reserve,S,epg_reserve,strict,none,none,500,none,1,1,na,143436,na,na,na,na,na,na,na,dump_fail,"up_s=20181 regs=3583 log_rx=86600 svcs=3 mem_mib=866 memd_kills=142","(00.279181) Error (compel/src/lib/infect-rpc.c:41): Failed to read ack: Connection reset by peer",""
S181mem500__ready,S,ready,strict,none,none,500,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=20187 regs=3583 log_rx=86600 svcs=3 mem_mib=866 memd_kills=143","",""
S181mem500__steady,S,steady,strict,none,none,500,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=20193 regs=3583 log_rx=86650 svcs=3 mem_mib=866 memd_kills=144","",""
S182mem700__init,S,init,strict,none,none,700,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20199 regs=3583 log_rx=86650 svcs=3 mem_mib=867 memd_kills=145","",""
S182mem700__db_open,S,db_open,strict,none,none,700,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=20205 regs=3583 log_rx=86700 svcs=3 mem_mib=867 memd_kills=146","",""
