scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S033tcpst.tcp___epg_index_p25,S,epg_index_p25,tcp_est,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7542 regs=2496 log_rx=32250 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___epg_index_p50,S,epg_index_p50,tcp_est,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7552 regs=2500 log_rx=32250 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___epg_index_p75,S,epg_index_p75,tcp_est,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7562 regs=2504 log_rx=32300 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___epg_text,S,epg_text,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7572 regs=2508 log_rx=32350 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___epg_reserve,S,epg_reserve,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7582 regs=2512 log_rx=32400 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___hub_conn1,S,hub_conn1,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7589 regs=2514 log_rx=32450 svcs=4 mem_mib=838 memd_kills=0
0","(00.116338) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___hub_conn2,S,hub_conn2,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7596 regs=2517 log_rx=32450 svcs=4 mem_mib=838 memd_kills=0
0","(00.109198) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___hub_conn3,S,hub_conn3,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7603 regs=2521 log_rx=32500 svcs=4 mem_mib=838 memd_kills=0
0","(00.121697) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___hub_conn4,S,hub_conn4,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7611 regs=2525 log_rx=32500 svcs=4 mem_mib=838 memd_kills=0
0","(00.116172) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___hub_subscribed,S,hub_subscribed,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7620 regs=2529 log_rx=32550 svcs=4 mem_mib=838 memd_kills=0
0","(00.120752) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___tcp_conn,S,tcp_conn,tcp_est,none,none,0,normal,1,1,na,13600,na,na,na,na,na,na,na,dump_fail,"up_s=7629 regs=2533 log_rx=32600 svcs=4 mem_mib=838 memd_kills=0
0","(00.130133) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___timer_armed,S,timer_armed,tcp_est,none,none,0,normal,1,1,na,13600,na,na,na,na,na,na,na,dump_fail,"up_s=7638 regs=2537 log_rx=32650 svcs=4 mem_mib=838 memd_kills=0
0","(00.118949) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S033tcpst.tcp___db_watch,S,db_watch,tcp_est,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=7648 regs=2541 log_rx=32700 svcs=4 mem_mib=838 memd_kills=0
0","(00.140819) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S033tcpst.tcp___ready,S,ready,tcp_est,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=7658 regs=2545 log_rx=32700 svcs=4 mem_mib=838 memd_kills=0
0","(00.135577) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S033tcpst.tcp___steady,S,steady,tcp_est,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=7668 regs=2549 log_rx=32750 svcs=4 mem_mib=838 memd_kills=0
0","(00.146215) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S034tcpst.file__init,S,init,filelocks,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7678 regs=2553 log_rx=32800 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_open,S,db_open,filelocks,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7688 regs=2557 log_rx=32850 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_read,S,db_read,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7698 regs=2561 log_rx=32900 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7708 regs=2565 log_rx=32950 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7717 regs=2569 log_rx=33000 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7727 regs=2573 log_rx=33000 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_parse,S,db_parse,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7737 regs=2577 log_rx=33050 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7747 regs=2581 log_rx=33100 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7757 regs=2585 log_rx=33150 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7766 regs=2589 log_rx=33200 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__epg_index,S,epg_index,filelocks,none,none,0,normal,1,0,0,13592,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7776 regs=2593 log_rx=33250 svcs=4 mem_mib=838 memd_kills=0
0","",""
S034tcpst.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7786 regs=2597 log_rx=33250 svcs=4 mem_mib=839 memd_kills=0
0","",""
S034tcpst.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7796 regs=2601 log_rx=33300 svcs=4 mem_mib=839 memd_kills=0
0","",""
S034tcpst.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7806 regs=2605 log_rx=33350 svcs=4 mem_mib=839 memd_kills=0
0","",""
S034tcpst.file__epg_text,S,epg_text,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7816 regs=2609 log_rx=33400 svcs=4 mem_mib=839 memd_kills=0
0","",""
S034tcpst.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7825 regs=2613 log_rx=33450 svcs=4 mem_mib=839 memd_kills=0
0","",""
S034tcpst.file__hub_conn1,S,hub_conn1,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7832 regs=2615 log_rx=33450 svcs=4 mem_mib=839 memd_kills=0
0","(00.123222) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S034tcpst.file__hub_conn2,S,hub_conn2,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=7839 regs=2618 log_rx=33500 svcs=4 mem_mib=839 memd_kills=0
0","(00.138056) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S034tcpst.file__hub_conn3,S,hub_conn3,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=7847 regs=2622 log_rx=33550 svcs=4 mem_mib=839 memd_kills=0
0","(00.143155) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S034tcpst.file__hub_conn4,S,hub_conn4,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7855 regs=2626 log_rx=33550 svcs=4 mem_mib=839 memd_kills=0
0","(00.117133) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S034tcpst.file__hub_subscribed,S,hub_subscribed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7863 regs=2630 log_rx=33600 svcs=4 mem_mib=839 memd_kills=0
0","(00.124018) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S034tcpst.file__tcp_conn,S,tcp_conn,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7872 regs=2634 log_rx=33650 svcs=4 mem_mib=839 memd_kills=0
0","(00.129749) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S034tcpst.file__timer_armed,S,timer_armed,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7881 regs=2638 log_rx=33700 svcs=4 mem_mib=839 memd_kills=0
0","(00.119672) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S034tcpst.file__db_watch,S,db_watch,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7891 regs=2642 log_rx=33700 svcs=4 mem_mib=839 memd_kills=0
0","(00.110070) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S034tcpst.file__ready,S,ready,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7901 regs=2646 log_rx=33750 svcs=4 mem_mib=839 memd_kills=0
0","(00.114897) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S034tcpst.file__steady,S,steady,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7911 regs=2650 log_rx=33800 svcs=4 mem_mib=839 memd_kills=0
0","(00.096965) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S035tcpst.perm__init,S,init,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7921 regs=2654 log_rx=33850 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_open,S,db_open,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7931 regs=2658 log_rx=33900 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_read,S,db_read,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7941 regs=2662 log_rx=33950 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7951 regs=2666 log_rx=34000 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7961 regs=2670 log_rx=34000 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7970 regs=2674 log_rx=34050 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_parse,S,db_parse,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7980 regs=2678 log_rx=34100 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7990 regs=2682 log_rx=34150 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8000 regs=2686 log_rx=34200 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8010 regs=2690 log_rx=34250 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__epg_index,S,epg_index,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8020 regs=2694 log_rx=34250 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8029 regs=2698 log_rx=34300 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8039 regs=2702 log_rx=34350 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8049 regs=2706 log_rx=34400 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__epg_text,S,epg_text,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8059 regs=2710 log_rx=34450 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,normal,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=8069 regs=2714 log_rx=34500 svcs=4 mem_mib=839 memd_kills=0
0","",""
S035tcpst.perm__hub_conn1,S,hub_conn1,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=8076 regs=2716 log_rx=34500 svcs=4 mem_mib=839 memd_kills=0
0","(00.127522) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__hub_conn2,S,hub_conn2,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=8083 regs=2719 log_rx=34550 svcs=4 mem_mib=839 memd_kills=0
0","(00.141160) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__hub_conn3,S,hub_conn3,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=8090 regs=2723 log_rx=34550 svcs=4 mem_mib=839 memd_kills=0
0","(00.117192) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__hub_conn4,S,hub_conn4,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=8098 regs=2727 log_rx=34600 svcs=4 mem_mib=839 memd_kills=0
0","(00.125067) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__hub_subscribed,S,hub_subscribed,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=8107 regs=2731 log_rx=34650 svcs=4 mem_mib=839 memd_kills=0
0","(00.135699) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__tcp_conn,S,tcp_conn,permissive,none,none,0,normal,1,1,na,13600,na,na,na,na,na,na,na,dump_fail,"up_s=8116 regs=2735 log_rx=34700 svcs=4 mem_mib=839 memd_kills=0
0","(00.134382) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__timer_armed,S,timer_armed,permissive,none,none,0,normal,1,1,na,13604,na,na,na,na,na,na,na,dump_fail,"up_s=8125 regs=2739 log_rx=34700 svcs=4 mem_mib=839 memd_kills=0
0","(00.142772) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S035tcpst.perm__db_watch,S,db_watch,permissive,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=8135 regs=2743 log_rx=34750 svcs=4 mem_mib=839 memd_kills=0
0","(00.144337) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S035tcpst.perm__ready,S,ready,permissive,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=8145 regs=2747 log_rx=34800 svcs=4 mem_mib=839 memd_kills=0
0","(00.132646) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S035tcpst.perm__steady,S,steady,permissive,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=8155 regs=2751 log_rx=34850 svcs=4 mem_mib=839 memd_kills=0
0","(00.142110) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S036heavy.stri__init,S,init,strict,none,none,0,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8162 regs=2751 log_rx=34900 svcs=3 mem_mib=826 memd_kills=1","",""
S036heavy.stri__db_open,S,db_open,strict,none,none,0,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8168 regs=2751 log_rx=34900 svcs=3 mem_mib=826 memd_kills=2","",""
S036heavy.stri__db_read,S,db_read,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8174 regs=2751 log_rx=34950 svcs=3 mem_mib=826 memd_kills=3","",""
S036heavy.stri__db_read_p25,S,db_read_p25,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8181 regs=2751 log_rx=34950 svcs=3 mem_mib=826 memd_kills=4","",""
S036heavy.stri__db_read_p50,S,db_read_p50,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8187 regs=2751 log_rx=35000 svcs=3 mem_mib=826 memd_kills=5","",""
S036heavy.stri__db_read_p75,S,db_read_p75,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8193 regs=2751 log_rx=35000 svcs=3 mem_mib=826 memd_kills=6","",""
S036heavy.stri__db_parse,S,db_parse,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8199 regs=2751 log_rx=35050 svcs=3 mem_mib=826 memd_kills=7","",""
S036heavy.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8205 regs=2751 log_rx=35050 svcs=3 mem_mib=826 memd_kills=8","",""
S036heavy.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8212 regs=2751 log_rx=35100 svcs=3 mem_mib=826 memd_kills=9","",""
S036heavy.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,none,1,0,0,1300,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8218 regs=2751 log_rx=35100 svcs=3 mem_mib=827 memd_kills=10","",""
S036heavy.stri__epg_index,S,epg_index,strict,none,none,0,none,1,1,na,114776,na,na,na,na,na,na,na,dump_fail,"up_s=8224 regs=2751 log_rx=35150 svcs=3 mem_mib=826 memd_kills=11","(00.273252) Error (compel/src/lib/infect-rpc.c:41): Failed to read ack: Connection reset by peer",""
S036heavy.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,none,1,0,0,78124,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8230 regs=2751 log_rx=35150 svcs=3 mem_mib=827 memd_kills=12","",""
S036heavy.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,none,1,0,0,154940,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8237 regs=2751 log_rx=35200 svcs=3 mem_mib=827 memd_kills=13","",""
S036heavy.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,none,1,0,0,231752,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8244 regs=2751 log_rx=35250 svcs=3 mem_mib=827 memd_kills=14","",""
S036heavy.stri__epg_text,S,epg_text,strict,none,none,0,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=8251 regs=2751 log_rx=35250 svcs=3 mem_mib=827 memd_kills=15","",""
S036heavy.stri__epg_reserve,S,epg_reserve,strict,none,none,0,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=8257 regs=2751 log_rx=35300 svcs=3 mem_mib=827 memd_kills=16","",""
S036heavy.stri__ready,S,ready,strict,none,none,0,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=8263 regs=2751 log_rx=35300 svcs=3 mem_mib=827 memd_kills=17","",""
S036heavy.stri__steady,S,steady,strict,none,none,0,none,0,na,na,na,na,na,na,na,na,na,na,launch_fail,"up_s=8269 regs=2751 log_rx=35350 svcs=3 mem_mib=827 memd_kills=18","",""
S037heavy.ext___init,S,init,ext_unix,none,none,0,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8275 regs=2751 log_rx=35350 svcs=3 mem_mib=827 memd_kills=19","",""
S037heavy.ext___db_open,S,db_open,ext_unix,none,none,0,none,1,0,0,284,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8282 regs=2751 log_rx=35400 svcs=3 mem_mib=827 memd_kills=20","",""
S037heavy.ext___db_read,S,db_read,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8288 regs=2751 log_rx=35400 svcs=3 mem_mib=827 memd_kills=21","",""
S037heavy.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8294 regs=2751 log_rx=35450 svcs=3 mem_mib=827 memd_kills=22","",""
S037heavy.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8300 regs=2751 log_rx=35450 svcs=3 mem_mib=827 memd_kills=23","",""
S037heavy.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,none,1,0,0,1300,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8306 regs=2751 log_rx=35500 svcs=3 mem_mib=827 memd_kills=24","",""
S037heavy.ext___db_parse,S,db_parse,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8313 regs=2751 log_rx=35500 svcs=3 mem_mib=827 memd_kills=25","",""
S037heavy.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8319 regs=2751 log_rx=35550 svcs=3 mem_mib=827 memd_kills=26","",""
S037heavy.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8325 regs=2751 log_rx=35600 svcs=3 mem_mib=827 memd_kills=27","",""
S037heavy.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,none,1,0,0,1304,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8331 regs=2751 log_rx=35600 svcs=3 mem_mib=827 memd_kills=28","",""
S037heavy.ext___epg_index,S,epg_index,ext_unix,none,none,0,none,1,1,na,172116,na,na,na,na,na,na,na,dump_fail,"up_s=8337 regs=2751 log_rx=35650 svcs=3 mem_mib=827 memd_kills=29","(00.296694) Error (compel/src/lib/infect-rpc.c:41): Failed to read ack: Connection reset by peer",""
S037heavy.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,none,1,0,0,78124,na,na,na,na,na,resume_stalled,na,resume_stalled,"up_s=8344 regs=2751 log_rx=35650 svcs=3 mem_mib=827 memd_kills=30","",""
